inchikey,smiles,name,T_K,dielectric,uncertainty,uncertainty_value,uncertainty_kind,confidence_level,uncertainty_json,source_doi,source_dois_all,n_observations,n_historical_observations,source_scope,crosscheck_available,gate_flags,source_record_id,source_page,source_quality,selection_rank,structure_resolution_source,al_round1_hit,max_tanimoto_solvfunc,dataset_origin,temperature_band,evidence_level,temperature_source,model_ready,conflict_status,source_url,source_citation,source_table,redistribution_status,source_license,license_url,redistribution_conditions,notes
SNHMUERNLJLMHN-UHFFFAOYSA-N,Ic1ccccc1,Iodobenzene,293.15,4.63,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p26:006,26,three_figures,96,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,Aniline,293.15,6.89,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p26:011,26,three_figures,97,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,Triethylamine,298.15,2.42,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:015,29,three_figures,98,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
IBSQPLPBRSHTTG-UHFFFAOYSA-N,Cc1ccccc1Cl,o-Chlorotoluene,293.15,4.45,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:011,30,three_figures,99,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
OSOUNOBYRMOXQQ-UHFFFAOYSA-N,Cc1cccc(Cl)c1,m-Chlorotoluene,293.15,5.55,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:012,30,three_figures,100,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,p-Chlorotoluene,293.15,6.08,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:013,30,three_figures,101,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
MMZYCBHLNZVROM-UHFFFAOYSA-N,Cc1ccccc1F,o-Fluorotoluene,303.15,4.22,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:014,30,three_figures,102,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
BTQZKHUEUDPRST-UHFFFAOYSA-N,Cc1cccc(F)c1,m-Fluorotoluene,303.15,5.42,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:015,30,three_figures,103,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WRWPPGUCZBJXKX-UHFFFAOYSA-N,Cc1ccc(F)cc1,p-Fluorotoluene,303.15,5.86,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:016,30,three_figures,104,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
QQONPFPTGQHPMA-UHFFFAOYSA-N,C=CC,Propene,293.15,1.875,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p17:019,17,three_figures,105,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
PMJHHCWVYXUKFD-SNAWJCMRSA-N,C=C/C=C/C,"1,3-Pentadiene",298.15,2.32,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:001,23,three_figures,106,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RRHGJUQNOFWUDK-UHFFFAOYSA-N,C=CC(=C)C,"2-Methyl-1,3-butadiene (Isoprene)",298.15,2.10,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:002,23,three_figures,107,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
APPOKADJQUIAHP-UHFFFAOYSA-N,CC=CC=CC,"2,4-Hexadiene",298.15,2.22,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p27:006,27,three_figures,108,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RCJMVGJKROQDCB-UHFFFAOYSA-N,C=C(C)C=CC,"2-Methyl-1,3-pentadiene",298.15,2.42,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p27:007,27,three_figures,109,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
BOGRNZQRTNVZCZ-AATRIKPKSA-N,C=C/C(C)=C/C,"3-Methyl-1,3-pentadiene",298.15,2.43,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p27:008,27,three_figures,110,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
KVNRLNFWIYMESJ-UHFFFAOYSA-N,CCCC#N,butanenitrile,298.15,22.0,,0.2,standard,,,10.1007/BF02848094,,,,,,,,,primary_experimental_public_pdf,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://link.springer.com/content/pdf/10.1007/BF02848094.pdf,Helambe et al. (1995) Pramana 45 19-24,Table 1,allowed,,,,Table value is 22.0 (2); parenthetical uncertainty refers to the last digit
RFFFKMOABOFIDF-UHFFFAOYSA-N,CCCCC#N,pentanenitrile,298.15,21.0,,0.2,standard,,,10.1007/BF02848094,,,,,,,,,primary_experimental_public_pdf,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://link.springer.com/content/pdf/10.1007/BF02848094.pdf,Helambe et al. (1995) Pramana 45 19-24,Table 1,allowed,,,,Table value is 21.0 (2); parenthetical uncertainty refers to the last digit
AILKHAQXUAOOFU-UHFFFAOYSA-N,CCCCCC#N,hexanenitrile,298.15,16.3,,0.1,standard,,,10.1007/BF02848094,,,,,,,,,primary_experimental_public_pdf,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://link.springer.com/content/pdf/10.1007/BF02848094.pdf,Helambe et al. (1995) Pramana 45 19-24,Table 1,allowed,,,,Table value is 16.3 (1); parenthetical uncertainty refers to the last digit
YSIMAPNUZAVQER-UHFFFAOYSA-N,CCCCCCCC#N,octanenitrile,298.15,13.0,,0.1,standard,,,10.1007/BF02848094,,,,,,,,,primary_experimental_public_pdf,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://link.springer.com/content/pdf/10.1007/BF02848094.pdf,Helambe et al. (1995) Pramana 45 19-24,Table 1,allowed,,,,Table value is 13.0 (1); parenthetical uncertainty refers to the last digit
HBZDPWBWBJMYRY-UHFFFAOYSA-N,CCCCCCCCCC#N,decanenitrile,298.15,10.6,,0.1,standard,,,10.1007/BF02848094,,,,,,,,,primary_experimental_public_pdf,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://link.springer.com/content/pdf/10.1007/BF02848094.pdf,Helambe et al. (1995) Pramana 45 19-24,Table 1,allowed,,,,Table value is 10.6 (1); parenthetical uncertainty refers to the last digit
SZKKNEOUHLFYNA-UHFFFAOYSA-N,CCCCCCCCCCC#N,undecanenitrile,298.15,9.1,,0.5,standard,,,10.1007/BF02848094,,,,,,,,,primary_experimental_public_pdf,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://link.springer.com/content/pdf/10.1007/BF02848094.pdf,Helambe et al. (1995) Pramana 45 19-24,Table 1,allowed,,,,Table value is 9.1 (5); parenthetical uncertainty refers to the last digit
CJSBUWDGPXGFGA-UHFFFAOYSA-N,C=CC=C(C)C,"4-methyl-1,3-pentadiene",298.15,2.60,,,not_reported,,,10.6028/nbs.circ.514,,,,,,,,,public_domain_critical_compilation,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf,NBS Circular 514 (1951),page 27 row 009,public_domain,,,,Pending v0.2 candidate promoted after independent source-page review
SDJHPPZKZZWAKF-UHFFFAOYSA-N,C=C(C)C(=C)C,"2,3-dimethyl-1,3-butadiene",298.15,2.10,,,not_reported,,,10.6028/nbs.circ.514,,,,,,,,,public_domain_critical_compilation,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf,NBS Circular 514 (1951),page 27 row 010,public_domain,,,,Pending v0.2 candidate promoted after independent source-page review
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,C=CCCCCC,1-heptene,293.15,2.05,,,not_reported,,,10.6028/nbs.circ.514,,,,,,,,,public_domain_critical_compilation,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf,NBS Circular 514 (1951),page 32 row 008,public_domain,,,,Pending v0.2 candidate promoted after independent source-page review
BWEKDYGHDCHWEN-UHFFFAOYSA-N,CCCC=C(C)C,2-methyl-2-hexene,293.15,2.96,,,not_reported,,,10.6028/nbs.circ.514,,,,,,,,,public_domain_critical_compilation,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular514.pdf,NBS Circular 514 (1951),page 32 row 009,public_domain,,,,Pending v0.2 candidate promoted after independent source-page review
RUOJZAUFBMNUDX-UHFFFAOYSA-N,CC1COC(=O)O1,propylene carbonate,298.15,64.9,,,not_reported,,,10.1021/j100702a008,10.1021/j100702a008;10.1002/adfm.202212342,,,,,,,,primary_experimental,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://doi.org/10.1021/j100702a008,"Simeral & Amey (1970) J. Phys. Chem. 74, 1443",Table II,allowed,,,,"Value 64.9 at 298.15 K from original measurement (DOI 10.1021/j100702a008). Cross-checked against ECW-308 Table S3 entry 159 (PDF p.79 / S78): 64.90 at 25 C reproduces the stored primary value exactly. This is corroboration only and was not averaged. Independent corroboration, 2026-09-24: Hall et al., J. Electrochem. Soc. 2018, 165, A2365 (DOI 10.1149/2.1351810jes, CC BY 4.0) Table I lists propylene carbonate as eps=64.9 at 25 C citing DOI 10.1021/j100664a019 (J. Phys. Chem. 1972), a different measurement paper from the retained 1970 source reporting the same value. Corroboration only; no average was formed."
KMTRUDSVKNLOMY-UHFFFAOYSA-N,O=C1OCCO1,ethylene carbonate,313.15,90.5,,,not_reported,,,10.1021/je050341y,10.1021/je050341y;10.1002/adfm.202212342,,,,,,,,primary_experimental,,,,,v0.3_addition,extended_temperature,primary,reported,true,,https://doi.org/10.1021/je050341y,"Chernyak (2006) J. Chem. Eng. Data 51, 416",Table 2,allowed,,,,"EC melts at about 36.4 C; the stored 90.5 measurement is at 313.15 K (40 C), where EC is liquid, so the row is flagged extended_temperature. ECW-308 Table S3 entry 158 (PDF p.79 / S78) lists 89.00 at 25 C; the temperatures differ and the two values are not a same-condition pair. The stored primary value was retained and no average was formed. Independent corroboration, 2026-09-24: Hall et al., J. Electrochem. Soc. 2018, 165, A2365 (DOI 10.1149/2.1351810jes, CC BY 4.0) Table I lists ethylene carbonate as eps=90.5 citing DOI 10.1021/je050341y, which is this row's own source, and footnotes that the EC permittivity values are at 40 C. The loop confirms the 313.15 K assignment rather than adding an independent measurement, and no average was formed."
JBTWLSYIZRCDFO-UHFFFAOYSA-N,CCOC(=O)OC,ethyl methyl carbonate,298.15,2.96,,,not_reported,,,10.1002/smll.202504276,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12393036/,Senthil et al. (2025) Small 21 e202504276,Table 2,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,Cross-source public values are 2.90-3.00
WNXJIVFYUVYPPR-UHFFFAOYSA-N,C1COCO1,"1,3-dioxolane",298.15,7.3,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,Another public review reports 7.1
WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1,tetrahydrofuran,298.15,7.5,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,"Another public table reports 7.6. Source-priority pass: neither NBS Circular 514 (all 636 transcribed organic rows checked) nor the 242-file local ThermoML corpus contains a tetrahydrofuran permittivity observation. A restricted SpringerMaterials record for THF agrees with this open value, but that source is non-redistributable and was used only as a cross-check. The open-access review-table provenance is therefore retained deliberately."
JWUJQDFVADABEY-UHFFFAOYSA-N,CC1CCCO1,2-methyltetrahydrofuran,298.15,6.2,,,not_reported,,,10.1002/smtd.202400183,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11579579/,Yue et al. (2024) Small Methods 8 e2400183,Table 1,allowed,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/,allowed_noncommercial_no_derivatives,
GAEKPEKOJKCEMS-UHFFFAOYSA-N,CC1CCC(=O)O1,gamma-valerolactone,298.15,36.1,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,
CWIFAKBLLXGZIC-UHFFFAOYSA-N,FC(F)C(F)(F)OCC(F)(F)F,"1,1,2,2-tetrafluoroethyl 2,2,2-trifluoroethyl ether",298.15,3.2,,,not_reported,,,10.1039/d5sc06221g,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12558406/,Karbak et al. (2025) Chemical Science 16 19398,Table 1,allowed,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,allowed_with_attribution,
HCBRSIIGBBDDCD-UHFFFAOYSA-N,FC(F)C(F)(F)OCC(F)(F)C(F)F,"1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether",298.15,2.8,,,not_reported,,,10.1039/d5sc06221g,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12558406/,Karbak et al. (2025) Chemical Science 16 19398,Table 1,allowed,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,allowed_with_attribution,
KGPPDNUWZNWPSI-UHFFFAOYSA-N,FC(F)(F)COCC(F)(F)F,"bis(2,2,2-trifluoroethyl) ether",298.15,2.5,,,not_reported,,,10.1039/d5sc06221g,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12558406/,Karbak et al. (2025) Chemical Science 16 19398,Table 1,allowed,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,allowed_with_attribution,
VAYTZRYEBVHVLE-UHFFFAOYSA-N,O=c1occo1,vinylene carbonate,298.0,126,,,not_reported,,,10.1002/cssc.202402091,,,,,,,,,open_access_article_text,,,,,v0.3_addition,room_temperature,open_access_article_text,reported_298_K,false,conflict_open,https://pmc.ncbi.nlm.nih.gov/articles/PMC11997941/,Souid et al. (2025) ChemSusChem 18 e202402091,main text,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,"Conflict record: the stored 126 at 298 K comes from an open-access article text (10.1002/cssc.202402091) and is reproduced by the ECW-308 compilation (10.1002/adfm.202212342 Table S3, 126.00 at 25 C). Following ECW-308's citation [3] to Hall et al., J. Electrochem. Soc. 2018, 165, A2365 (DOI 10.1149/2.1351810jes, CC BY 4.0), Table I of that open-access paper lists vinylene carbonate as eps=126 and attributes it to Saadi & Lee, J. Chem. Soc. B 1966, 5-6 (DOI 10.1039/j29660000005). The abstract of the 1966 paper states that the dielectric constant and dipole moment of vinylene carbonate have been measured, so a primary measurement source has now been identified; the two-page full text is paywalled, so the numeric value could not be read directly and no promotion to primary is claimed. The row stays conflict_open because a Knovel Critical Tables-derived interval of 78-127 disagrees. Vinylene carbonate melts near 295 K, so the 298 K observation sits close to the melting point."
RJUFJBKOKNCXHH-UHFFFAOYSA-N,CCC(=O)OC,methyl propionate,298.15,6.2,,,not_reported,,,10.1039/d5sc06221g,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,conflict_open,https://pmc.ncbi.nlm.nih.gov/articles/PMC12558406/,Karbak et al. (2025) Chemical Science 16 19398,Table 1,allowed,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,allowed_with_attribution,"NBS Circular 514 has eps=5.5 vs review 6.2 (Karbak 2025), 13% diff; open conflict Additional independent datum, 2026-09-24: Hall et al., J. Electrochem. Soc. 2018, 165, A2365 (DOI 10.1149/2.1351810jes, CC BY 4.0) Table I lists methyl propionate as eps=6.07 at 25 C citing DOI 10.1016/j.molliq.2013.04.015, between the retained 6.2 and the NBS Circular 514 value of 5.5. The conflict stays open and no average was formed."
UUIQMZJEGPQKFD-UHFFFAOYSA-N,CCCC(=O)OC,methyl butyrate,298.15,5.48,,,not_reported,,,10.1002/smll.202504276,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12393036/,Senthil et al. (2025) Small 21 e202504276,Table 2,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,
GOYDNIKZWGIXJT-UHFFFAOYSA-N,Fc1ccccc1F,"1,2-difluorobenzene",298.15,7.1,,,not_reported,,,10.1039/d5sc06221g,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12558406/,Karbak et al. (2025) Chemical Science 16 19398,Table 1,allowed,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,allowed_with_attribution,
DLRJIFUOBPOJNS-UHFFFAOYSA-N,CCOc1ccccc1,ethoxybenzene,298.15,4.2,,,not_reported,,,10.1002/adma.73388,10.1002/adma.73388;10.6028/nbs.circ.514,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,primary,reported,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,NBS Circular 514 p35:011 eps=4.22 matches review 4.2; promoted to primary
SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,N-methylpyrrolidone,298.15,32.2,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,Source-priority pass: neither NBS Circular 514 nor the local ThermoML corpus contains an N-methylpyrrolidone permittivity observation. Two restricted SpringerMaterials records give 32.16 and 32.17 at 298.15 K against this open value of 32.2; the restricted source is non-redistributable and was used only as a cross-check. The open-access review-table provenance is retained deliberately.
WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,"1,2-dichloroethane",298.15,10.7,,,not_reported,,,10.1002/adma.73388,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,ClCCOCCCl,"2,2'-dichlorodiethyl ether",298.15,20.79,,,not_reported,,,10.1002/adma.73388,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,
KNKRKFALVUDBJE-UHFFFAOYSA-N,CC(Cl)CCl,"1,2-dichloropropane",298.15,9.0,,,not_reported,,,10.1002/adma.73388,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,
YHRUOJUYPBUZOS-UHFFFAOYSA-N,ClCCCCl,"1,3-dichloropropane",298.15,9.5,,,not_reported,,,10.1002/adma.73388,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,
KJDRSWPQXHESDQ-UHFFFAOYSA-N,ClCCCCCl,"1,4-dichlorobutane",298.15,9.65,,,not_reported,,,10.1002/adma.73388,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,
YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,dichloromethane,298.15,9.1,,,not_reported,,,10.1002/adma.73388,10.1002/adma.73388;10.6028/nbs.circ.514,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,true,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13327153/,Cui et al. (2026) Advanced Materials e73388,Table 1,allowed,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,allowed_with_attribution,"Cross-checked against NBS Circular 514 (eps=9.08 at 293.15 K, p13 row 008); the 298.15 K review-table value is retained as the near-room observation. Values are consistent and were not averaged."
DQWPFSLDHJDLRL-UHFFFAOYSA-N,CCOP(=O)(OCC)OCC,triethyl phosphate,298.15,13,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,false,public_values_10_13,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,
WVLBCYQITXONBZ-UHFFFAOYSA-N,COP(=O)(OC)OC,trimethyl phosphate,298.15,21.6,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,false,public_values_10_21.6,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,
SBLRHMKNNHXPHG-UHFFFAOYSA-N,O=C1OCC(F)O1,fluoroethylene carbonate,298.15,102,,,not_reported,,,10.1016/j.isci.2026.115778,,,,,,,,,open_access_review_table,,,,,v0.3_addition,room_temperature,open_access_review_table,review_table_standard_room_temperature,false,public_values_78.4_102_107,https://pmc.ncbi.nlm.nih.gov/articles/PMC13156642/,Sun et al. (2026) iScience 29 115778,Table 3,allowed,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,allowed_noncommercial,"ECW-308 Table S3 entry 166 (PDF p.79 / S78) lists 78.40 at 25 C, which supports the low endpoint of the 78.4/102/107 conflict. The original cited table was not independently retrieved, and 102/107 remain unresolved. The row remains excluded from model fitting. Independent relay, 2026-09-24: Hall et al., J. Electrochem. Soc. 2018, 165, A2365 (DOI 10.1149/2.1351810jes, CC BY 4.0) Table I lists fluoroethylene carbonate as eps=107 at 25 C citing the Ue et al. book chapter (DOI 10.1007/978-1-4939-0302-3_2, Modern Aspects of Electrochemistry, 2014), which supports the high endpoint of the 78.4/102/107 spread."
